OxySoft export of:	C:\Artinis NIRS\NIRS Data\NIRS_002_FP_03_11_15_2021
Export date:	2022/06/13 09:23:13
Start of measurement:	2021-11-15 14:19:19.309

Datafile sample rate:	10.00	Hz
Datafile duration:	1696.400	s
Datafile total number of samples:	16964

Description:	

Optode-template:	PortaMon TSI
Optode distance (mm):	 37.50
Optode gradients (mm):	 2.50
DPF:	4.00

Device id:	1329
# Receivers:	1
# Light sources:	6
# ADC:	0

Light source wavelengths:
device	index	wavelength
1	1	759	nm
1	2	854	nm
1	3	759	nm
1	4	854	nm
1	5	761	nm
1	6	856	nm

Export sample rate:	10.00	Hz
Selected time span:	0	1696.400
Selected time span (sample numbers):	0	16964


Legend:
Column	Trace (Measurement)
1	(Sample number)
2	Rx1-Tx1 O2Hb (Mov avg) (NIRS_002_FP_03_11_15_21)
3	Rx1-Tx1 HHb (Mov avg) (NIRS_002_FP_03_11_15_21)
4	Rx1-Tx2 O2Hb (Mov avg) (NIRS_002_FP_03_11_15_21)
5	Rx1-Tx2 HHb (Mov avg) (NIRS_002_FP_03_11_15_21)
6	Rx1-Tx3 O2Hb (Mov avg) (NIRS_002_FP_03_11_15_21)
7	Rx1-Tx3 HHb (Mov avg) (NIRS_002_FP_03_11_15_21)
8	Rx1-Tx1,Tx2,Tx3 TSI% (Mov avg) (NIRS_002_FP_03_11_15_21)
9	Rx1-Tx1,Tx2,Tx3 TSI Fit Factor (Mov avg) (NIRS_002_FP_03_11_15_21)
10	(Event)


1	2	3	4	5	6	7	8	9	10
    62	-10.0864	-7.0244	-12.0104	-6.8786	-32.1517	-26.3765	70.1028	100.0000	
    63	-10.0825	-7.0244	-12.0055	-6.8791	-32.1517	-26.3765	70.1102	100.0000	
    64	-10.0785	-7.0231	-11.9994	-6.8788	-32.1517	-26.3765	70.1248	100.0000	
    65	-10.0719	-7.0227	-11.9926	-6.8780	-32.1517	-26.3765	70.1244	100.0000	
    66	-10.0620	-7.0215	-11.9797	-6.8769	-32.1517	-26.3765	70.1383	100.0000	
    67	-10.0488	-7.0194	-11.9654	-6.8737	-32.1517	-26.3765	70.1372	100.0000	
    68	-10.0374	-7.0160	-11.9523	-6.8701	-32.1517	-26.3765	70.1438	100.0000	
    69	-10.0281	-7.0125	-11.9411	-6.8664	-32.1517	-26.3765	70.1504	100.0000	
    70	-10.0187	-7.0090	-11.9298	-6.8628	-32.1517	-26.3765	70.1570	100.0000	
    71	-10.0081	-7.0060	-11.9180	-6.8587	-32.1517	-26.3765	70.1559	100.0000	
    72	-9.9973	-7.0016	-11.9031	-6.8551	-32.1517	-26.3765	70.1771	100.0000	
    73	-9.9821	-6.9982	-11.8862	-6.8503	-32.1517	-26.3765	70.1757	100.0000	
    74	-9.9694	-6.9939	-11.8713	-6.8454	-32.1517	-26.3765	70.1819	100.0000	
    75	-9.9580	-6.9904	-11.8593	-6.8401	-32.1517	-26.3765	70.1732	100.0000	
    76	-9.9480	-6.9865	-11.8468	-6.8357	-32.1517	-26.3765	70.1794	100.0000	
    77	-9.9373	-6.9835	-11.8367	-6.8303	-32.1517	-26.3765	70.1634	100.0000	
    78	-9.9280	-6.9800	-11.8260	-6.8259	-32.1517	-26.3765	70.1623	100.0000	
    79	-9.9166	-6.9766	-11.8135	-6.8214	-32.1517	-26.3765	70.1612	100.0000	
    80	-9.9059	-6.9722	-11.7997	-6.8161	-32.1517	-26.3765	70.1670	100.0000	
    81	-9.8971	-6.9679	-11.7896	-6.8108	-32.1517	-26.3765	70.1659	100.0000	
    82	-9.8897	-6.9644	-11.7802	-6.8071	-32.1517	-26.3765	70.1725	100.0000	
    83	-9.8830	-6.9613	-11.7714	-6.8039	-32.1517	-26.3765	70.1791	100.0000	
    84	-9.8769	-6.9587	-11.7639	-6.8014	-32.1517	-26.3765	70.1860	100.0000	
    85	-9.8709	-6.9561	-11.7558	-6.7986	-32.1517	-26.3765	70.1925	100.0000	
    86	-9.8636	-6.9539	-11.7477	-6.7958	-32.1517	-26.3765	70.1918	100.0000	
    87	-9.8576	-6.9526	-11.7420	-6.7933	-32.1517	-26.3765	70.1838	100.0000	
    88	-9.8556	-6.9513	-11.7383	-6.7921	-32.1517	-26.3765	70.1907	100.0000	
    89	-9.8549	-6.9509	-11.7370	-6.7913	-32.1517	-26.3765	70.1904	100.0000	
    90	-9.8549	-6.9509	-11.7370	-6.7913	-32.1517	-26.3765	70.1904	100.0000	
    91	-9.8549	-6.9509	-11.7358	-6.7917	-32.1517	-26.3765	70.1976	100.0000	
    92	-9.8529	-6.9509	-11.7321	-6.7917	-32.1517	-26.3765	70.2046	100.0000	
    93	-9.8503	-6.9505	-11.7278	-6.7914	-32.1517	-26.3765	70.2115	100.0000	
    94	-9.8490	-6.9509	-11.7260	-6.7914	-32.1517	-26.3765	70.2111	100.0000	
    95	-9.8484	-6.9518	-11.7254	-6.7922	-32.1517	-26.3765	70.2111	100.0000	
    96	-9.8485	-6.9532	-11.7267	-6.7931	-32.1517	-26.3765	70.2038	100.0000	
    97	-9.8498	-6.9541	-11.7268	-6.7943	-32.1517	-26.3765	70.2111	100.0000	
    98	-9.8492	-6.9550	-11.7244	-6.7952	-32.1517	-26.3765	70.2180	100.0000	
    99	-9.8460	-6.9554	-11.7200	-6.7948	-32.1517	-26.3765	70.2173	100.0000	
   100	-9.8414	-6.9564	-11.7152	-6.7953	-32.1517	-26.3765	70.2169	100.0000	
   101	-9.8382	-6.9569	-11.7103	-6.7957	-32.1517	-26.3765	70.2238	100.0000	
   102	-9.8355	-6.9564	-11.7054	-6.7962	-32.1517	-26.3765	70.2383	100.0000	
   103	-9.8329	-6.9560	-11.7011	-6.7958	-32.1517	-26.3765	70.2452	100.0000	
   104	-9.8270	-6.9561	-11.6943	-6.7951	-32.1517	-26.3765	70.2445	100.0000	
   105	-9.8191	-6.9548	-11.6826	-6.7935	-32.1517	-26.3765	70.2579	100.0000	
   106	-9.8092	-6.9536	-11.6709	-6.7920	-32.1517	-26.3765	70.2645	100.0000	
   107	-9.8019	-6.9528	-11.6616	-6.7908	-32.1517	-26.3765	70.2710	100.0000	
   108	-9.7966	-6.9519	-11.6555	-6.7905	-32.1517	-26.3765	70.2782	100.0000	
   109	-9.7927	-6.9520	-11.6511	-6.7901	-32.1517	-26.3765	70.2779	100.0000	
   110	-9.7908	-6.9520	-11.6487	-6.7897	-32.1517	-26.3765	70.2775	100.0000	
   111	-9.7875	-6.9525	-11.6438	-6.7902	-32.1517	-26.3765	70.2844	100.0000	
   112	-9.7836	-6.9525	-11.6383	-6.7902	-32.1517	-26.3765	70.2913	100.0000	
   113	-9.7816	-6.9525	-11.6353	-6.7907	-32.1517	-26.3765	70.2985	100.0000	
   114	-9.7810	-6.9534	-11.6335	-6.7919	-32.1517	-26.3765	70.3058	100.0000	
   115	-9.7817	-6.9539	-11.6329	-6.7928	-32.1517	-26.3765	70.3130	100.0000	
   116	-9.7837	-6.9539	-11.6336	-6.7932	-32.1517	-26.3765	70.3203	100.0000	
   117	-9.7843	-6.9543	-11.6324	-6.7936	-32.1517	-26.3765	70.3271	100.0000	
   118	-9.7824	-6.9543	-11.6287	-6.7937	-32.1517	-26.3765	70.3340	100.0000	
   119	-9.7803	-6.9530	-11.6238	-6.7941	-32.1517	-26.3765	70.3561	100.0000	
   120	-9.7784	-6.9530	-11.6208	-6.7946	-32.1517	-26.3765	70.3633	100.0000	
   121	-9.7777	-6.9526	-11.6183	-6.7942	-32.1517	-26.3765	70.3702	100.0000	
   122	-9.7769	-6.9508	-11.6152	-6.7934	-32.1517	-26.3765	70.3847	100.0000	
   123	-9.7749	-6.9495	-11.6108	-6.7918	-32.1517	-26.3765	70.3912	100.0000	
   124	-9.7715	-6.9473	-11.6034	-6.7906	-32.1517	-26.3765	70.4125	100.0000	
   125	-9.7642	-6.9451	-11.5929	-6.7886	-32.1517	-26.3765	70.4262	100.0000	
   126	-9.7581	-6.9425	-11.5835	-6.7862	-32.1517	-26.3765	70.4399	100.0000	
   127	-9.7540	-6.9399	-11.5767	-6.7842	-32.1517	-26.3765	70.4540	100.0000	
   128	-9.7506	-6.9377	-11.5723	-6.7826	-32.1517	-26.3765	70.4612	100.0000	
   129	-9.7499	-6.9359	-11.5704	-6.7813	-32.1517	-26.3765	70.4685	100.0000	
   130	-9.7505	-6.9350	-11.5697	-6.7809	-32.1517	-26.3765	70.4757	100.0000	
   131	-9.7498	-6.9346	-11.5667	-6.7814	-32.1517	-26.3765	70.4901	100.0000	
   132	-9.7465	-6.9350	-11.5637	-6.7818	-32.1517	-26.3765	70.4901	100.0000	
   133	-9.7465	-6.9350	-11.5631	-6.7827	-32.1517	-26.3765	70.4977	100.0000	
   134	-9.7486	-6.9364	-11.5644	-6.7847	-32.1517	-26.3765	70.5054	100.0000	
   135	-9.7526	-6.9377	-11.5695	-6.7868	-32.1517	-26.3765	70.5061	100.0000	
   136	-9.7580	-6.9398	-11.5758	-6.7896	-32.1517	-26.3765	70.5069	100.0000	
   137	-9.7634	-6.9434	-11.5827	-6.7929	-32.1517	-26.3765	70.5000	100.0000	
   138	-9.7669	-6.9469	-11.5866	-6.7966	-32.1517	-26.3765	70.5004	100.0000	
   139	-9.7703	-6.9491	-11.5910	-6.7995	-32.1517	-26.3765	70.5012	100.0000	
   140	-9.7756	-6.9513	-11.5968	-6.8032	-32.1517	-26.3765	70.5095	100.0000	
   141	-9.7810	-6.9534	-11.6025	-6.8069	-32.1517	-26.3765	70.5179	100.0000	
   142	-9.7845	-6.9570	-11.6088	-6.8098	-32.1517	-26.3765	70.5038	100.0000	
   143	-9.7886	-6.9596	-11.6120	-6.8131	-32.1517	-26.3765	70.5114	100.0000	
   144	-9.7900	-6.9618	-11.6128	-6.8160	-32.1517	-26.3765	70.5190	100.0000	
   145	-9.7874	-6.9628	-11.6104	-6.8168	-32.1517	-26.3765	70.5190	100.0000	
   146	-9.7842	-6.9632	-11.6074	-6.8173	-32.1517	-26.3765	70.5190	100.0000	
   147	-9.7835	-6.9628	-11.6055	-6.8173	-32.1517	-26.3765	70.5262	100.0000	
   148	-9.7816	-6.9628	-11.6025	-6.8178	-32.1517	-26.3765	70.5335	100.0000	
   149	-9.7796	-6.9628	-11.6000	-6.8174	-32.1517	-26.3765	70.5331	100.0000	
   150	-9.7782	-6.9620	-11.5964	-6.8174	-32.1517	-26.3765	70.5475	100.0000	
   151	-9.7756	-6.9615	-11.5920	-6.8170	-32.1517	-26.3765	70.5544	100.0000	
   152	-9.7703	-6.9607	-11.5847	-6.8171	-32.1517	-26.3765	70.5688	100.0000	
   153	-9.7670	-6.9598	-11.5816	-6.8163	-32.1517	-26.3765	70.5688	100.0000	
   154	-9.7650	-6.9599	-11.5798	-6.8163	-32.1517	-26.3765	70.5688	100.0000	
   155	-9.7644	-6.9608	-11.5798	-6.8163	-32.1517	-26.3765	70.5612	100.0000	
   156	-9.7658	-6.9616	-11.5810	-6.8172	-32.1517	-26.3765	70.5612	100.0000	
   157	-9.7697	-6.9616	-11.5836	-6.8188	-32.1517	-26.3765	70.5764	100.0000	
   158	-9.7730	-6.9625	-11.5873	-6.8200	-32.1517	-26.3765	70.5768	100.0000	
   159	-9.7738	-6.9642	-11.5892	-6.8212	-32.1517	-26.3765	70.5696	100.0000	
   160	-9.7778	-6.9655	-11.5930	-6.8237	-32.1517	-26.3765	70.5776	100.0000	
   161	-9.7825	-6.9673	-11.5975	-6.8266	-32.1517	-26.3765	70.5856	100.0000	
   162	-9.7872	-6.9690	-11.6025	-6.8286	-32.1517	-26.3765	70.5860	100.0000	
   163	-9.7918	-6.9708	-11.6075	-6.8307	-32.1517	-26.3765	70.5863	100.0000	
   164	-9.7958	-6.9720	-11.6126	-6.8327	-32.1517	-26.3765	70.5871	100.0000	
   165	-9.7986	-6.9738	-11.6163	-6.8339	-32.1517	-26.3765	70.5799	100.0000	
   166	-9.7999	-6.9747	-11.6189	-6.8356	-32.1517	-26.3765	70.5807	100.0000	
   167	-9.8039	-6.9760	-11.6244	-6.8368	-32.1517	-26.3765	70.5738	100.0000	
   168	-9.8092	-6.9768	-11.6295	-6.8388	-32.1517	-26.3765	70.5818	100.0000	
   169	-9.8146	-6.9790	-11.6351	-6.8412	-32.1517	-26.3765	70.5822	100.0000	
   170	-9.8206	-6.9803	-11.6402	-6.8445	-32.1517	-26.3765	70.5978	100.0000	
   171	-9.8240	-6.9825	-11.6440	-6.8470	-32.1517	-26.3765	70.5982	100.0000	
   172	-9.8234	-6.9834	-11.6423	-6.8483	-32.1517	-26.3765	70.6054	100.0000	
   173	-9.8194	-6.9834	-11.6379	-6.8479	-32.1517	-26.3765	70.6050	100.0000	
   174	-9.8161	-6.9826	-11.6336	-6.8475	-32.1517	-26.3765	70.6123	100.0000	
   175	-9.8115	-6.9822	-11.6293	-6.8459	-32.1517	-26.3765	70.6043	100.0000	
   176	-9.8075	-6.9809	-11.6249	-6.8443	-32.1517	-26.3765	70.6039	100.0000	
   177	-9.8022	-6.9800	-11.6193	-6.8431	-32.1517	-26.3765	70.6035	100.0000	
   178	-9.7955	-6.9783	-11.6112	-6.8415	-32.1517	-26.3765	70.6103	100.0000	
   179	-9.7850	-6.9766	-11.5988	-6.8383	-32.1517	-26.3765	70.6088	100.0000	
   180	-9.7730	-6.9741	-11.5857	-6.8347	-32.1517	-26.3765	70.6076	100.0000	
   181	-9.7624	-6.9711	-11.5732	-6.8302	-32.1517	-26.3765	70.6061	100.0000	
   182	-9.7504	-6.9672	-11.5583	-6.8266	-32.1517	-26.3765	70.6197	100.0000	
   183	-9.7371	-6.9637	-11.5433	-6.8217	-32.1517	-26.3765	70.6182	100.0000	
   184	-9.7230	-6.9585	-11.5264	-6.8156	-32.1517	-26.3765	70.6239	100.0000	
   185	-9.7043	-6.9529	-11.5046	-6.8088	-32.1517	-26.3765	70.6291	100.0000	
   186	-9.6836	-6.9460	-11.4808	-6.8007	-32.1517	-26.3765	70.6343	100.0000	
   187	-9.6643	-6.9399	-11.4595	-6.7929	-32.1517	-26.3765	70.6324	100.0000	
   188	-9.6463	-6.9348	-11.4390	-6.7869	-32.1517	-26.3765	70.6380	100.0000	
   189	-9.6303	-6.9296	-11.4202	-6.7808	-32.1517	-26.3765	70.6437	100.0000	
   190	-9.6162	-6.9244	-11.4028	-6.7756	-32.1517	-26.3765	70.6569	100.0000	
   191	-9.6003	-6.9205	-11.3859	-6.7695	-32.1517	-26.3765	70.6478	100.0000	
   192	-9.5830	-6.9158	-11.3659	-6.7639	-32.1517	-26.3765	70.6535	100.0000	
   193	-9.5651	-6.9119	-11.3478	-6.7582	-32.1517	-26.3765	70.6447	100.0000	
   194	-9.5530	-6.9067	-11.3341	-6.7542	-32.1517	-26.3765	70.6591	100.0000	
   195	-9.5423	-6.9037	-11.3223	-6.7514	-32.1517	-26.3765	70.6659	100.0000	
   196	-9.5250	-6.8976	-11.2998	-6.7441	-32.1517	-26.3765	70.6779	100.0000	
   197	-9.5014	-6.8863	-11.2696	-6.7293	-32.1517	-26.3765	70.6807	100.0000	
   198	-9.4744	-6.8727	-11.2361	-6.7126	-32.1517	-26.3765	70.6837	100.0000	
   199	-9.4455	-6.8605	-11.2014	-6.6950	-32.1517	-26.3765	70.6712	100.0000	
   200	-9.4185	-6.8469	-11.1697	-6.6757	-32.1517	-26.3765	70.6515	100.0000	
   201	-9.3922	-6.8325	-11.1366	-6.6543	-32.1517	-26.3765	70.6308	100.0000	
   202	-9.3724	-6.8184	-11.1133	-6.6332	-32.1517	-26.3765	70.5965	100.0000	
